Instance;betaLS;CostSol;time;Capacity;reliability;variance;stochastic_of;stochastic_capacity;deterministic;type_simulation;inversa;weight;seed
GKD-b_19_n50_b02_m15,txt;0,3;76,7;53,47645252700022;14015,0;0,377;0,2;58,19690000000001;16345,471584075809;False;False;0,6;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;76,7;0,004206065000289527;14015,0;0,405;0,2;76,7;14232,906660660326;True;True;0,6;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;76,7;0,004206065000289527;14015,0;0,377;0,2;58,19690000000001;16344,307077389507;True;False;0,6;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;76,7;2,4728393580007832;14015,0;0,407;0,2;59,08790000000001;16254,555656253955;False;False;0,6;0,8;764534
GKD-b_20_n50_b02_m15,txt;0,3;77,9;2,015145570000641;16713,0;0,479;0,1;77,9;16930,948228079837;True;True;0,6;0,8;23456
GKD-b_20_n50_b02_m15,txt;0,3;77,9;2,015145570000641;16713,0;0,476;0,1;62,179999999999986;19077,73840173279;True;False;0,6;0,8;23456
GKD-b_20_n50_b02_m15,txt;0,3;76,5;6,3116995799991855;17336,0;0,948;0,1;74,3732;17471,392319587838;False;False;0,6;0,8;23456
GKD-b_20_n50_b02_m15,txt;0,3;77,9;3,68692233999991;16689,0;0,432;0,1;77,9;16689,677435906524;True;True;0,6;0,8;764534
GKD-b_20_n50_b02_m15,txt;0,3;77,9;3,68692233999991;16689,0;0,441;0,1;54,2543;19210,9543369896;True;False;0,6;0,8;764534
GKD-b_20_n50_b02_m15,txt;0,3;76,5;8,138281624999763;16983,0;0,761;0,1;66,7249;18006,324695351028;False;False;0,6;0,8;764534
GKD-b_20_n50_b02_m15,txt;0,3;77,9;2,0052692620001835;16713,0;0,418;0,15;77,9;16703,9873629852;True;True;0,6;0,8;23456
GKD-b_20_n50_b02_m15,txt;0,3;77,9;2,0052692620001835;16713,0;0,402;0,15;52,604600000000005;19421,052981460114;True;False;0,6;0,8;23456
GKD-b_20_n50_b02_m15,txt;0,3;76,5;6,3209744859996135;17336,0;0,796;0,15;71,03280000000001;18095,290643036373;False;False;0,6;0,8;23456
GKD-b_20_n50_b02_m15,txt;0,3;77,9;3,636955056000261;16689,0;0,408;0,15;77,9;16357,8989770979;True;True;0,6;0,8;764534
GKD-b_20_n50_b02_m15,txt;0,3;77,9;3,636955056000261;16689,0;0,403;0,15;50,676799999999986;19420,36331552247;True;False;0,6;0,8;764534
